date,part_id,part_name,quantity_used,stock_on_hand,lead_time_days,unit_cost,seasonal_factor,weekly_factor
2023-01-02,BRK-ABS-MOD-011,ABS Module,0,478,21,450.0,1.0103264834868237,1.0
2023-01-02,BRK-WAR-SEN-012,Brake Warning Sensor,2,482,5,25.0,1.0103264834868237,1.0
2023-01-02,FLT-OIL-ENG-013,Engine Oil Filter,24,453,3,12.5,1.0103264834868237,1.0
2023-01-02,FLT-AIR-HF-014,Air Filter - High Flow,18,472,5,18.75,1.0103264834868237,1.0
2023-01-02,FLT-FUL-INL-015,Fuel Filter Inline,7,476,4,22.0,1.0103264834868237,1.0
2023-01-02,FLT-CAB-AIR-016,Cabin Air Filter,11,461,3,15.5,1.0103264834868237,1.0
2023-01-02,FLT-TRN-KIT-017,Transmission Filter Kit,2,474,7,35.0,1.0103264834868237,1.0
2023-01-02,FLT-PWR-STE-018,Power Steering Filter,2,468,5,28.0,1.0103264834868237,1.0
2023-01-02,FLT-HYD-OIL-019,Hydraulic Oil Filter,2,484,7,45.0,1.0103264834868237,1.0
2023-01-02,FLT-AC-EVA-020,AC Evaporator Filter,12,473,4,32.0,1.0103264834868237,1.0
2023-01-02,FLT-EXH-CAT-021,Exhaust Catalytic Filter,1,475,14,280.0,1.0103264834868237,1.0
2023-01-02,FLT-DPF-DIE-022,DPF Diesel Filter,1,479,21,450.0,1.0103264834868237,1.0
2023-01-02,FLT-WAT-RAD-023,Water Radiator Filter,7,476,4,25.0,1.0103264834868237,1.0
2023-01-02,ENG-GSK-CMP-024,Engine Gasket Set Complete,2,469,14,85.0,1.0103264834868237,1.0
2023-01-02,ENG-TMG-BLT-025,Timing Belt Kit,0,490,21,120.0,1.0103264834868237,1.0
2023-01-02,ENG-OIL-PMP-026,Engine Oil Pump,1,473,14,180.0,1.0103264834868237,1.0
2023-01-02,ENG-CYL-HD-027,Cylinder Head Assembly,0,493,28,450.0,1.0103264834868237,1.0
2023-01-02,ENG-PST-RNG-028,Piston Ring Set,2,470,14,65.0,1.0103264834868237,1.0
2023-01-02,ENG-CAM-SHA-029,Camshaft Assembly,0,466,21,280.0,1.0103264834868237,1.0
2023-01-02,ENG-CRA-SHA-030,Crankshaft Assembly,1,453,28,380.0,1.0103264834868237,1.0
2023-01-02,ENG-VAL-SET-031,Valve Set Complete,1,452,14,120.0,1.0103264834868237,1.0
2023-01-02,ENG-FLY-WHE-032,Flywheel Assembly,0,491,21,220.0,1.0103264834868237,1.0
2023-01-02,ENG-TUR-CHR-033,Turbocharger Assembly,1,461,28,650.0,1.0103264834868237,1.0
2023-01-02,ENG-INT-MAN-034,Intake Manifold,1,454,14,180.0,1.0103264834868237,1.0
2023-01-02,ELC-ALT-ASM-035,Alternator Assembly,2,496,10,280.0,1.0103264834868237,1.0
2023-01-02,ELC-STR-MTR-036,Starter Motor,1,455,10,220.0,1.0103264834868237,1.0
2023-01-02,ELC-BAT-AGM-037,Battery - AGM Deep Cycle,5,464,7,180.0,1.0103264834868237,1.0
2023-01-02,ELC-IGN-COL-038,Ignition Coil Pack,6,467,5,85.0,1.0103264834868237,1.0
2023-01-02,ELC-SPK-IRD-039,Spark Plug Set - Iridium,7,480,4,45.0,1.0103264834868237,1.0
2023-01-02,ELC-WIR-HAR-040,Wiring Harness Main,0,472,21,350.0,1.0103264834868237,1.0
2023-01-02,ELC-FUS-BOX-041,Fuse Box Assembly,2,481,7,120.0,1.0103264834868237,1.0
2023-01-02,ELC-REL-GEN-042,Relay - General Purpose,12,484,3,15.0,1.0103264834868237,1.0
2023-01-02,ELC-SEN-O2-043,O2 Oxygen Sensor,5,453,7,85.0,1.0103264834868237,1.0
2023-01-02,ELC-ECU-ENG-044,ECU Engine Control Unit,0,486,21,450.0,1.0103264834868237,1.0
2023-01-02,ELC-LED-HED-045,LED Headlight Assembly,3,471,10,180.0,1.0103264834868237,1.0
2023-01-03,BRK-PAD-CER-F001,Ceramic Brake Pads - Front,8,456,7,65.0,1.015485900166976,1.0
2023-01-03,BRK-DSC-ROT-R002,Brake Disc Rotor - Rear,1,475,10,120.0,1.015485900166976,1.0
2023-01-03,BRK-FLD-DOT4-003,Brake Fluid DOT 4,13,468,3,18.5,1.015485900166976,1.0
2023-01-03,BRK-CAL-FL-004,Brake Caliper - Front Left,1,496,14,180.0,1.015485900166976,1.0
2023-01-03,BRK-MST-CYL-005,Brake Master Cylinder,0,458,21,250.0,1.015485900166976,1.0
2023-01-03,BRK-SHO-SET-006,Brake Shoe Set - Rear,4,486,7,85.0,1.015485900166976,1.0
2023-01-03,BRK-LIN-KIT-007,Brake Line Kit,2,464,5,45.0,1.015485900166976,1.0
2023-01-03,BRK-HOS-FLEX-008,Brake Hose - Flexible,4,465,4,35.0,1.015485900166976,1.0
2023-01-03,BRK-PED-ASM-009,Brake Pedal Assembly,0,467,14,120.0,1.015485900166976,1.0
2023-01-03,BRK-BOO-SEN-010,Brake Booster Sensor,2,452,7,85.0,1.015485900166976,1.0
2023-01-03,BRK-ABS-MOD-011,ABS Module,0,455,21,450.0,1.015485900166976,1.0
2023-01-03,BRK-WAR-SEN-012,Brake Warning Sensor,2,491,5,25.0,1.015485900166976,1.0
2023-01-03,FLT-OIL-ENG-013,Engine Oil Filter,25,499,3,12.5,1.015485900166976,1.0
2023-01-03,FLT-AIR-HF-014,Air Filter - High Flow,20,487,5,18.75,1.015485900166976,1.0
2023-01-03,FLT-FUL-INL-015,Fuel Filter Inline,8,495,4,22.0,1.015485900166976,1.0
2023-01-03,FLT-CAB-AIR-016,Cabin Air Filter,12,454,3,15.5,1.015485900166976,1.0
2023-01-03,FLT-TRN-KIT-017,Transmission Filter Kit,4,477,7,35.0,1.015485900166976,1.0
2023-01-03,FLT-PWR-STE-018,Power Steering Filter,2,452,5,28.0,1.015485900166976,1.0
2023-01-03,FLT-HYD-OIL-019,Hydraulic Oil Filter,1,458,7,45.0,1.015485900166976,1.0
2023-01-03,FLT-AC-EVA-020,AC Evaporator Filter,10,454,4,32.0,1.015485900166976,1.0
2023-01-03,FLT-EXH-CAT-021,Exhaust Catalytic Filter,0,476,14,280.0,1.015485900166976,1.0
2023-01-03,FLT-DPF-DIE-022,DPF Diesel Filter,0,490,21,450.0,1.015485900166976,1.0
2023-01-03,FLT-WAT-RAD-023,Water Radiator Filter,6,489,4,25.0,1.015485900166976,1.0
2023-01-03,ENG-GSK-CMP-024,Engine Gasket Set Complete,1,500,14,85.0,1.015485900166976,1.0
2023-01-03,ENG-TMG-BLT-025,Timing Belt Kit,1,465,21,120.0,1.015485900166976,1.0
2023-01-03,ENG-OIL-PMP-026,Engine Oil Pump,0,456,14,180.0,1.015485900166976,1.0
2023-01-03,ENG-CYL-HD-027,Cylinder Head Assembly,1,475,28,450.0,1.015485900166976,1.0
2023-01-03,ENG-PST-RNG-028,Piston Ring Set,1,451,14,65.0,1.015485900166976,1.0
2023-01-03,ENG-CAM-SHA-029,Camshaft Assembly,1,471,21,280.0,1.015485900166976,1.0
2023-01-03,ENG-CRA-SHA-030,Crankshaft Assembly,0,454,28,380.0,1.015485900166976,1.0
2023-01-03,ENG-VAL-SET-031,Valve Set Complete,0,472,14,120.0,1.015485900166976,1.0
2023-01-03,ENG-FLY-WHE-032,Flywheel Assembly,0,496,21,220.0,1.015485900166976,1.0
2023-01-03,ENG-TUR-CHR-033,Turbocharger Assembly,0,465,28,650.0,1.015485900166976,1.0
2023-01-03,ENG-INT-MAN-034,Intake Manifold,1,460,14,180.0,1.015485900166976,1.0
2023-01-03,ELC-ALT-ASM-035,Alternator Assembly,2,463,10,280.0,1.015485900166976,1.0
2023-01-03,ELC-STR-MTR-036,Starter Motor,1,472,10,220.0,1.015485900166976,1.0
2023-01-03,ELC-BAT-AGM-037,Battery - AGM Deep Cycle,6,480,7,180.0,1.015485900166976,1.0
2023-01-03,ELC-IGN-COL-038,Ignition Coil Pack,7,491,5,85.0,1.015485900166976,1.0
2023-01-03,ELC-SPK-IRD-039,Spark Plug Set - Iridium,7,490,4,45.0,1.015485900166976,1.0
2023-01-03,ELC-WIR-HAR-040,Wiring Harness Main,1,499,21,350.0,1.015485900166976,1.0
2023-01-03,ELC-FUS-BOX-041,Fuse Box Assembly,1,456,7,120.0,1.015485900166976,1.0
2023-01-03,ELC-REL-GEN-042,Relay - General Purpose,5,481,3,15.0,1.015485900166976,1.0
2023-01-03,ELC-SEN-O2-043,O2 Oxygen Sensor,5,458,7,85.0,1.015485900166976,1.0
2023-01-03,ELC-ECU-ENG-044,ECU Engine Control Unit,1,481,21,450.0,1.015485900166976,1.0
2023-01-03,ELC-LED-HED-045,LED Headlight Assembly,3,461,10,180.0,1.015485900166976,1.0
2023-01-04,BRK-PAD-CER-F001,Ceramic Brake Pads - Front,9,486,7,65.0,1.020640728040696,1.0
2023-01-04,BRK-DSC-ROT-R002,Brake Disc Rotor - Rear,2,470,10,120.0,1.020640728040696,1.0
2023-01-04,BRK-FLD-DOT4-003,Brake Fluid DOT 4,21,478,3,18.5,1.020640728040696,1.0
2023-01-04,BRK-CAL-FL-004,Brake Caliper - Front Left,3,487,14,180.0,1.020640728040696,1.0
2023-01-04,BRK-MST-CYL-005,Brake Master Cylinder,1,481,21,250.0,1.020640728040696,1.0
2023-01-04,BRK-SHO-SET-006,Brake Shoe Set - Rear,4,464,7,85.0,1.020640728040696,1.0
2023-01-04,BRK-LIN-KIT-007,Brake Line Kit,3,466,5,45.0,1.020640728040696,1.0
2023-01-04,BRK-HOS-FLEX-008,Brake Hose - Flexible,6,475,4,35.0,1.020640728040696,1.0
2023-01-04,BRK-PED-ASM-009,Brake Pedal Assembly,1,464,14,120.0,1.020640728040696,1.0
2023-01-04,BRK-BOO-SEN-010,Brake Booster Sensor,1,500,7,85.0,1.020640728040696,1.0
2023-01-04,BRK-ABS-MOD-011,ABS Module,1,455,21,450.0,1.020640728040696,1.0
2023-01-04,BRK-WAR-SEN-012,Brake Warning Sensor,3,497,5,25.0,1.020640728040696,1.0
2023-01-04,FLT-OIL-ENG-013,Engine Oil Filter,13,494,3,12.5,1.020640728040696,1.0
2023-01-04,FLT-AIR-HF-014,Air Filter - High Flow,9,493,5,18.75,1.020640728040696,1.0
2023-01-04,FLT-FUL-INL-015,Fuel Filter Inline,3,482,4,22.0,1.020640728040696,1.0
2023-01-04,FLT-CAB-AIR-016,Cabin Air Filter,10,453,3,15.5,1.020640728040696,1.0
2023-01-04,FLT-TRN-KIT-017,Transmission Filter Kit,3,479,7,35.0,1.020640728040696,1.0
2023-01-04,FLT-PWR-STE-018,Power Steering Filter,3,462,5,28.0,1.020640728040696,1.0
2023-01-04,FLT-HYD-OIL-019,Hydraulic Oil Filter,2,471,7,45.0,1.020640728040696,1.0
2023-01-04,FLT-AC-EVA-020,AC Evaporator Filter,7,483,4,32.0,1.020640728040696,1.0
2023-01-04,FLT-EXH-CAT-021,Exhaust Catalytic Filter,1,490,14,280.0,1.020640728040696,1.0
2023-01-04,FLT-DPF-DIE-022,DPF Diesel Filter,0,495,21,450.0,1.020640728040696,1.0
2023-01-04,FLT-WAT-RAD-023,Water Radiator Filter,5,474,4,25.0,1.020640728040696,1.0
2023-01-04,ENG-GSK-CMP-024,Engine Gasket Set Complete,0,493,14,85.0,1.020640728040696,1.0
2023-01-04,ENG-TMG-BLT-025,Timing Belt Kit,0,488,21,120.0,1.020640728040696,1.0
2023-01-04,ENG-OIL-PMP-026,Engine Oil Pump,0,487,14,180.0,1.020640728040696,1.0
2023-01-04,ENG-CYL-HD-027,Cylinder Head Assembly,0,491,28,450.0,1.020640728040696,1.0
2023-01-04,ENG-PST-RNG-028,Piston Ring Set,0,483,14,65.0,1.020640728040696,1.0
2023-01-04,ENG-CAM-SHA-029,Camshaft Assembly,1,499,21,280.0,1.020640728040696,1.0
2023-01-04,ENG-CRA-SHA-030,Crankshaft Assembly,1,494,28,380.0,1.020640728040696,1.0
2023-01-04,ENG-VAL-SET-031,Valve Set Complete,1,459,14,120.0,1.020640728040696,1.0
2023-01-04,ENG-FLY-WHE-032,Flywheel Assembly,0,460,21,220.0,1.020640728040696,1.0
2023-01-04,ENG-TUR-CHR-033,Turbocharger Assembly,1,497,28,650.0,1.020640728040696,1.0
2023-01-04,ENG-INT-MAN-034,Intake Manifold,2,484,14,180.0,1.020640728040696,1.0
2023-01-04,ELC-ALT-ASM-035,Alternator Assembly,4,455,10,280.0,1.020640728040696,1.0
2023-01-04,ELC-STR-MTR-036,Starter Motor,2,483,10,220.0,1.020640728040696,1.0
2023-01-04,ELC-BAT-AGM-037,Battery - AGM Deep Cycle,6,462,7,180.0,1.020640728040696,1.0
2023-01-04,ELC-IGN-COL-038,Ignition Coil Pack,6,470,5,85.0,1.020640728040696,1.0
2023-01-04,ELC-SPK-IRD-039,Spark Plug Set - Iridium,8,481,4,45.0,1.020640728040696,1.0
2023-01-04,ELC-WIR-HAR-040,Wiring Harness Main,1,485,21,350.0,1.020640728040696,1.0
2023-01-04,ELC-FUS-BOX-041,Fuse Box Assembly,1,476,7,120.0,1.020640728040696,1.0
2023-01-04,ELC-REL-GEN-042,Relay - General Purpose,10,497,3,15.0,1.020640728040696,1.0
2023-01-04,ELC-SEN-O2-043,O2 Oxygen Sensor,5,467,7,85.0,1.020640728040696,1.0
2023-01-04,ELC-ECU-ENG-044,ECU Engine Control Unit,1,473,21,450.0,1.020640728040696,1.0
2023-01-04,ELC-LED-HED-045,LED Headlight Assembly,4,485,10,180.0,1.020640728040696,1.0
2023-01-05,BRK-PAD-CER-F001,Ceramic Brake Pads - Front,9,472,7,65.0,1.025789439621234,1.0
2023-01-05,BRK-DSC-ROT-R002,Brake Disc Rotor - Rear,3,488,10,120.0,1.025789439621234,1.0
2023-01-05,BRK-FLD-DOT4-003,Brake Fluid DOT 4,12,485,3,18.5,1.025789439621234,1.0
2023-01-05,BRK-CAL-FL-004,Brake Caliper - Front Left,1,486,14,180.0,1.025789439621234,1.0
2023-01-05,BRK-MST-CYL-005,Brake Master Cylinder,1,472,21,250.0,1.025789439621234,1.0
2023-01-05,BRK-SHO-SET-006,Brake Shoe Set - Rear,4,470,7,85.0,1.025789439621234,1.0
2023-01-05,BRK-LIN-KIT-007,Brake Line Kit,3,485,5,45.0,1.025789439621234,1.0
2023-01-05,BRK-HOS-FLEX-008,Brake Hose - Flexible,6,469,4,35.0,1.025789439621234,1.0
2023-01-05,BRK-PED-ASM-009,Brake Pedal Assembly,1,477,14,120.0,1.025789439621234,1.0
2023-01-05,BRK-BOO-SEN-010,Brake Booster Sensor,2,493,7,85.0,1.025789439621234,1.0
2023-01-05,BRK-ABS-MOD-011,ABS Module,1,451,21,450.0,1.025789439621234,1.0
2023-01-05,BRK-WAR-SEN-012,Brake Warning Sensor,3,457,5,25.0,1.025789439621234,1.0
2023-01-05,FLT-OIL-ENG-013,Engine Oil Filter,13,494,3,12.5,1.025789439621234,1.0
2023-01-05,FLT-AIR-HF-014,Air Filter - High Flow,13,494,5,18.75,1.025789439621234,1.0
2023-01-05,FLT-FUL-INL-015,Fuel Filter Inline,12,479,4,22.0,1.025789439621234,1.0
2023-01-05,FLT-CAB-AIR-016,Cabin Air Filter,12,458,3,15.5,1.025789439621234,1.0
2023-01-05,FLT-TRN-KIT-017,Transmission Filter Kit,4,460,7,35.0,1.025789439621234,1.0
2023-01-05,FLT-PWR-STE-018,Power Steering Filter,2,471,5,28.0,1.025789439621234,1.0
2023-01-05,FLT-HYD-OIL-019,Hydraulic Oil Filter,1,489,7,45.0,1.025789439621234,1.0
2023-01-05,FLT-AC-EVA-020,AC Evaporator Filter,9,455,4,32.0,1.025789439621234,1.0
2023-01-05,FLT-EXH-CAT-021,Exhaust Catalytic Filter,0,476,14,280.0,1.025789439621234,1.0
2023-01-05,FLT-DPF-DIE-022,DPF Diesel Filter,0,479,21,450.0,1.025789439621234,1.0
2023-01-05,FLT-WAT-RAD-023,Water Radiator Filter,5,474,4,25.0,1.025789439621234,1.0
2023-01-05,ENG-GSK-CMP-024,Engine Gasket Set Complete,1,463,14,85.0,1.025789439621234,1.0
2023-01-05,ENG-TMG-BLT-025,Timing Belt Kit,1,466,21,120.0,1.025789439621234,1.0
2023-01-05,ENG-OIL-PMP-026,Engine Oil Pump,1,478,14,180.0,1.025789439621234,1.0
2023-01-05,ENG-CYL-HD-027,Cylinder Head Assembly,0,497,28,450.0,1.025789439621234,1.0
2023-01-05,ENG-PST-RNG-028,Piston Ring Set,1,482,14,65.0,1.025789439621234,1.0
2023-01-05,ENG-CAM-SHA-029,Camshaft Assembly,1,484,21,280.0,1.025789439621234,1.0
2023-01-05,ENG-CRA-SHA-030,Crankshaft Assembly,0,453,28,380.0,1.025789439621234,1.0
2023-01-05,ENG-VAL-SET-031,Valve Set Complete,0,474,14,120.0,1.025789439621234,1.0
2023-01-05,ENG-FLY-WHE-032,Flywheel Assembly,0,466,21,220.0,1.025789439621234,1.0
2023-01-05,ENG-TUR-CHR-033,Turbocharger Assembly,1,486,28,650.0,1.025789439621234,1.0
2023-01-05,ENG-INT-MAN-034,Intake Manifold,2,452,14,180.0,1.025789439621234,1.0
2023-01-05,ELC-ALT-ASM-035,Alternator Assembly,2,473,10,280.0,1.025789439621234,1.0
2023-01-05,ELC-STR-MTR-036,Starter Motor,1,489,10,220.0,1.025789439621234,1.0
2023-01-05,ELC-BAT-AGM-037,Battery - AGM Deep Cycle,6,495,7,180.0,1.025789439621234,1.0
2023-01-05,ELC-IGN-COL-038,Ignition Coil Pack,4,488,5,85.0,1.025789439621234,1.0
2023-01-05,ELC-SPK-IRD-039,Spark Plug Set - Iridium,8,486,4,45.0,1.025789439621234,1.0
2023-01-05,ELC-WIR-HAR-040,Wiring Harness Main,0,471,21,350.0,1.025789439621234,1.0
2023-01-05,ELC-FUS-BOX-041,Fuse Box Assembly,1,488,7,120.0,1.025789439621234,1.0
2023-01-05,ELC-REL-GEN-042,Relay - General Purpose,12,479,3,15.0,1.025789439621234,1.0
2023-01-05,ELC-SEN-O2-043,O2 Oxygen Sensor,5,486,7,85.0,1.025789439621234,1.0
2023-01-05,ELC-ECU-ENG-044,ECU Engine Control Unit,0,488,21,450.0,1.025789439621234,1.0
2023-01-05,ELC-LED-HED-045,LED Headlight Assembly,4,467,10,180.0,1.025789439621234,1.0
2023-01-06,BRK-PAD-CER-F001,Ceramic Brake Pads - Front,8,490,7,65.0,1.0309305092342305,1.0
2023-01-06,BRK-DSC-ROT-R002,Brake Disc Rotor - Rear,2,454,10,120.0,1.0309305092342305,1.0
2023-01-06,BRK-FLD-DOT4-003,Brake Fluid DOT 4,8,453,3,18.5,1.0309305092342305,1.0
2023-01-06,BRK-CAL-FL-004,Brake Caliper - Front Left,2,496,14,180.0,1.0309305092342305,1.0
2023-01-06,BRK-MST-CYL-005,Brake Master Cylinder,0,452,21,250.0,1.0309305092342305,1.0
2023-01-06,BRK-SHO-SET-006,Brake Shoe Set - Rear,3,454,7,85.0,1.0309305092342305,1.0
2023-01-06,BRK-LIN-KIT-007,Brake Line Kit,3,463,5,45.0,1.0309305092342305,1.0
2023-01-06,BRK-HOS-FLEX-008,Brake Hose - Flexible,5,465,4,35.0,1.0309305092342305,1.0
2023-01-06,BRK-PED-ASM-009,Brake Pedal Assembly,0,483,14,120.0,1.0309305092342305,1.0
2023-01-06,BRK-BOO-SEN-010,Brake Booster Sensor,2,475,7,85.0,1.0309305092342305,1.0
2023-01-06,BRK-ABS-MOD-011,ABS Module,0,496,21,450.0,1.0309305092342305,1.0
2023-01-06,BRK-WAR-SEN-012,Brake Warning Sensor,3,491,5,25.0,1.0309305092342305,1.0
2023-01-06,FLT-OIL-ENG-013,Engine Oil Filter,23,475,3,12.5,1.0309305092342305,1.0
2023-01-06,FLT-AIR-HF-014,Air Filter - High Flow,13,455,5,18.75,1.0309305092342305,1.0
2023-01-06,FLT-FUL-INL-015,Fuel Filter Inline,12,470,4,22.0,1.0309305092342305,1.0
2023-01-06,FLT-CAB-AIR-016,Cabin Air Filter,13,487,3,15.5,1.0309305092342305,1.0
2023-01-06,FLT-TRN-KIT-017,Transmission Filter Kit,3,475,7,35.0,1.0309305092342305,1.0
2023-01-06,FLT-PWR-STE-018,Power Steering Filter,3,498,5,28.0,1.0309305092342305,1.0
2023-01-06,FLT-HYD-OIL-019,Hydraulic Oil Filter,1,471,7,45.0,1.0309305092342305,1.0
2023-01-06,FLT-AC-EVA-020,AC Evaporator Filter,8,486,4,32.0,1.0309305092342305,1.0
2023-01-06,FLT-EXH-CAT-021,Exhaust Catalytic Filter,0,468,14,280.0,1.0309305092342305,1.0
2023-01-06,FLT-DPF-DIE-022,DPF Diesel Filter,1,490,21,450.0,1.0309305092342305,1.0
2023-01-06,FLT-WAT-RAD-023,Water Radiator Filter,5,490,4,25.0,1.0309305092342305,1.0
2023-01-06,ENG-GSK-CMP-024,Engine Gasket Set Complete,2,468,14,85.0,1.0309305092342305,1.0
2023-01-06,ENG-TMG-BLT-025,Timing Belt Kit,1,463,21,120.0,1.0309305092342305,1.0
2023-01-06,ENG-OIL-PMP-026,Engine Oil Pump,0,481,14,180.0,1.0309305092342305,1.0
2023-01-06,ENG-CYL-HD-027,Cylinder Head Assembly,0,488,28,450.0,1.0309305092342305,1.0
2023-01-06,ENG-PST-RNG-028,Piston Ring Set,1,478,14,65.0,1.0309305092342305,1.0
2023-01-06,ENG-CAM-SHA-029,Camshaft Assembly,1,493,21,280.0,1.0309305092342305,1.0
2023-01-06,ENG-CRA-SHA-030,Crankshaft Assembly,1,483,28,380.0,1.0309305092342305,1.0
2023-01-06,ENG-VAL-SET-031,Valve Set Complete,1,468,14,120.0,1.0309305092342305,1.0
