date,part_id,part_name,quantity_used,stock_on_hand,lead_time_days,unit_cost,seasonal_factor,weekly_factor
2023-01-11,BRA-002,Brake Pads,7,487,7,45.0,1.0564680129529733,1.0
2023-01-11,AIR-003,Air Filter,17,493,5,18.75,1.0564680129529733,1.0
2023-01-11,SPA-004,Spark Plugs,6,485,4,8.5,1.0564680129529733,1.0
2023-01-11,BAT-005,Car Battery,5,455,10,120.0,1.0564680129529733,1.0
2023-01-11,TIR-006,Tire Set,2,464,14,350.0,1.0564680129529733,1.0
2023-01-11,BEL-007,Timing Belt,1,500,21,85.0,1.0564680129529733,1.0
2023-01-11,FLU-008,Transmission Fluid,6,451,6,15.25,1.0564680129529733,1.0
2023-01-11,RAD-009,Radiator Coolant,10,473,4,22.0,1.0564680129529733,1.0
2023-01-11,WIN-010,Windshield Wipers,5,453,3,28.5,1.0564680129529733,1.0
2023-01-12,ENG-001,Engine Oil Filter,21,463,3,12.5,1.0615313499605858,1.0
2023-01-12,BRA-002,Brake Pads,10,475,7,45.0,1.0615313499605858,1.0
2023-01-12,AIR-003,Air Filter,10,482,5,18.75,1.0615313499605858,1.0
2023-01-12,SPA-004,Spark Plugs,5,474,4,8.5,1.0615313499605858,1.0
2023-01-12,BAT-005,Car Battery,3,489,10,120.0,1.0615313499605858,1.0
2023-01-12,TIR-006,Tire Set,1,470,14,350.0,1.0615313499605858,1.0
2023-01-12,BEL-007,Timing Belt,0,464,21,85.0,1.0615313499605858,1.0
2023-01-12,FLU-008,Transmission Fluid,3,479,6,15.25,1.0615313499605858,1.0
2023-01-12,RAD-009,Radiator Coolant,14,452,4,22.0,1.0615313499605858,1.0
2023-01-12,WIN-010,Windshield Wipers,5,473,3,28.5,1.0615313499605858,1.0
2023-01-13,ENG-001,Engine Oil Filter,17,452,3,12.5,1.0665764539012497,1.0
2023-01-13,BRA-002,Brake Pads,7,454,7,45.0,1.0665764539012497,1.0
2023-01-13,AIR-003,Air Filter,14,479,5,18.75,1.0665764539012497,1.0
2023-01-13,SPA-004,Spark Plugs,4,488,4,8.5,1.0665764539012497,1.0
2023-01-13,BAT-005,Car Battery,4,451,10,120.0,1.0665764539012497,1.0
2023-01-13,TIR-006,Tire Set,1,478,14,350.0,1.0665764539012497,1.0
2023-01-13,BEL-007,Timing Belt,0,489,21,85.0,1.0665764539012497,1.0
2023-01-13,FLU-008,Transmission Fluid,3,495,6,15.25,1.0665764539012497,1.0
2023-01-13,RAD-009,Radiator Coolant,13,487,4,22.0,1.0665764539012497,1.0
2023-01-13,WIN-010,Windshield Wipers,6,471,3,28.5,1.0665764539012497,1.0
2023-01-14,ENG-001,Engine Oil Filter,15,494,3,12.5,1.071601829801785,0.7
2023-01-14,BRA-002,Brake Pads,8,493,7,45.0,1.071601829801785,0.7
2023-01-14,AIR-003,Air Filter,11,477,5,18.75,1.071601829801785,0.7
2023-01-14,SPA-004,Spark Plugs,3,500,4,8.5,1.071601829801785,0.7
2023-01-14,BAT-005,Car Battery,2,471,10,120.0,1.071601829801785,0.7
2023-01-14,TIR-006,Tire Set,1,464,14,350.0,1.071601829801785,0.7
2023-01-14,BEL-007,Timing Belt,0,487,21,85.0,1.071601829801785,0.7
2023-01-14,FLU-008,Transmission Fluid,4,476,6,15.25,1.071601829801785,0.7
2023-01-14,RAD-009,Radiator Coolant,9,467,4,22.0,1.071601829801785,0.7
2023-01-14,WIN-010,Windshield Wipers,4,469,3,28.5,1.071601829801785,0.7
2023-01-15,ENG-001,Engine Oil Filter,12,493,3,12.5,1.076605988534856,0.7
2023-01-15,BRA-002,Brake Pads,8,470,7,45.0,1.076605988534856,0.7
2023-01-15,AIR-003,Air Filter,12,466,5,18.75,1.076605988534856,0.7
2023-01-15,SPA-004,Spark Plugs,4,497,4,8.5,1.076605988534856,0.7
2023-01-15,BAT-005,Car Battery,2,488,10,120.0,1.076605988534856,0.7
2023-01-15,TIR-006,Tire Set,1,465,14,350.0,1.076605988534856,0.7
2023-01-15,BEL-007,Timing Belt,0,497,21,85.0,1.076605988534856,0.7
2023-01-15,FLU-008,Transmission Fluid,3,468,6,15.25,1.076605988534856,0.7
2023-01-15,RAD-009,Radiator Coolant,10,462,4,22.0,1.076605988534856,0.7
2023-01-15,WIN-010,Windshield Wipers,5,484,3,28.5,1.076605988534856,0.7
2023-01-16,ENG-001,Engine Oil Filter,18,485,3,12.5,1.0815874472602316,1.0
2023-01-16,BRA-002,Brake Pads,6,477,7,45.0,1.0815874472602316,1.0
2023-01-16,AIR-003,Air Filter,22,477,5,18.75,1.0815874472602316,1.0
2023-01-16,SPA-004,Spark Plugs,4,482,4,8.5,1.0815874472602316,1.0
2023-01-16,BAT-005,Car Battery,5,483,10,120.0,1.0815874472602316,1.0
2023-01-16,TIR-006,Tire Set,3,460,14,350.0,1.0815874472602316,1.0
2023-01-16,BEL-007,Timing Belt,1,472,21,85.0,1.0815874472602316,1.0
2023-01-16,FLU-008,Transmission Fluid,5,476,6,15.25,1.0815874472602316,1.0
2023-01-16,RAD-009,Radiator Coolant,13,497,4,22.0,1.0815874472602316,1.0
2023-01-16,WIN-010,Windshield Wipers,8,499,3,28.5,1.0815874472602316,1.0
2023-01-17,ENG-001,Engine Oil Filter,18,482,3,12.5,1.0865447298641826,1.0
2023-01-17,BRA-002,Brake Pads,10,472,7,45.0,1.0865447298641826,1.0
2023-01-17,AIR-003,Air Filter,25,456,5,18.75,1.0865447298641826,1.0
2023-01-17,SPA-004,Spark Plugs,5,483,4,8.5,1.0865447298641826,1.0
2023-01-17,BAT-005,Car Battery,3,479,10,120.0,1.0865447298641826,1.0
2023-01-17,TIR-006,Tire Set,1,458,14,350.0,1.0865447298641826,1.0
2023-01-17,BEL-007,Timing Belt,0,453,21,85.0,1.0865447298641826,1.0
2023-01-17,FLU-008,Transmission Fluid,3,474,6,15.25,1.0865447298641826,1.0
2023-01-17,RAD-009,Radiator Coolant,10,484,4,22.0,1.0865447298641826,1.0
2023-01-17,WIN-010,Windshield Wipers,4,487,3,28.5,1.0865447298641826,1.0
2023-01-18,ENG-001,Engine Oil Filter,15,483,3,12.5,1.0914763673968868,1.0
2023-01-18,BRA-002,Brake Pads,9,471,7,45.0,1.0914763673968868,1.0
2023-01-18,AIR-003,Air Filter,10,496,5,18.75,1.0914763673968868,1.0
2023-01-18,SPA-004,Spark Plugs,4,455,4,8.5,1.0914763673968868,1.0
2023-01-18,BAT-005,Car Battery,4,467,10,120.0,1.0914763673968868,1.0
2023-01-18,TIR-006,Tire Set,1,472,14,350.0,1.0914763673968868,1.0
2023-01-18,BEL-007,Timing Belt,0,466,21,85.0,1.0914763673968868,1.0
2023-01-18,FLU-008,Transmission Fluid,5,466,6,15.25,1.0914763673968868,1.0
2023-01-18,RAD-009,Radiator Coolant,11,492,4,22.0,1.0914763673968868,1.0
2023-01-18,WIN-010,Windshield Wipers,6,460,3,28.5,1.0914763673968868,1.0
2023-01-19,ENG-001,Engine Oil Filter,20,480,3,12.5,1.0963808985077093,1.0
2023-01-19,BRA-002,Brake Pads,9,482,7,45.0,1.0963808985077093,1.0
2023-01-19,AIR-003,Air Filter,12,456,5,18.75,1.0963808985077093,1.0
2023-01-19,SPA-004,Spark Plugs,6,473,4,8.5,1.0963808985077093,1.0
2023-01-19,BAT-005,Car Battery,3,460,10,120.0,1.0963808985077093,1.0
2023-01-19,TIR-006,Tire Set,1,476,14,350.0,1.0963808985077093,1.0
2023-01-19,BEL-007,Timing Belt,1,482,21,85.0,1.0963808985077093,1.0
2023-01-19,FLU-008,Transmission Fluid,3,462,6,15.25,1.0963808985077093,1.0
2023-01-19,RAD-009,Radiator Coolant,12,499,4,22.0,1.0963808985077093,1.0
2023-01-19,WIN-010,Windshield Wipers,8,485,3,28.5,1.0963808985077093,1.0
2023-01-20,ENG-001,Engine Oil Filter,16,482,3,12.5,1.101256869878234,1.0
2023-01-20,BRA-002,Brake Pads,7,477,7,45.0,1.101256869878234,1.0
2023-01-20,AIR-003,Air Filter,12,451,5,18.75,1.101256869878234,1.0
2023-01-20,SPA-004,Spark Plugs,6,462,4,8.5,1.101256869878234,1.0
2023-01-20,BAT-005,Car Battery,5,490,10,120.0,1.101256869878234,1.0
2023-01-20,TIR-006,Tire Set,1,464,14,350.0,1.101256869878234,1.0
2023-01-20,BEL-007,Timing Belt,1,452,21,85.0,1.101256869878234,1.0
2023-01-20,FLU-008,Transmission Fluid,2,494,6,15.25,1.101256869878234,1.0
2023-01-20,RAD-009,Radiator Coolant,11,490,4,22.0,1.101256869878234,1.0
2023-01-20,WIN-010,Windshield Wipers,7,455,3,28.5,1.101256869878234,1.0
2023-01-21,ENG-001,Engine Oil Filter,12,451,3,12.5,1.1061028366529115,0.7
2023-01-21,BRA-002,Brake Pads,6,472,7,45.0,1.1061028366529115,0.7
2023-01-21,AIR-003,Air Filter,5,493,5,18.75,1.1061028366529115,0.7
2023-01-21,SPA-004,Spark Plugs,5,455,4,8.5,1.1061028366529115,0.7
2023-01-21,BAT-005,Car Battery,3,464,10,120.0,1.1061028366529115,0.7
2023-01-21,TIR-006,Tire Set,1,461,14,350.0,1.1061028366529115,0.7
2023-01-21,BEL-007,Timing Belt,0,480,21,85.0,1.1061028366529115,0.7
2023-01-21,FLU-008,Transmission Fluid,2,473,6,15.25,1.1061028366529115,0.7
2023-01-21,RAD-009,Radiator Coolant,7,460,4,22.0,1.1061028366529115,0.7
2023-01-21,WIN-010,Windshield Wipers,4,474,3,28.5,1.1061028366529115,0.7
2023-01-22,ENG-001,Engine Oil Filter,12,451,3,12.5,1.110917362867202,0.7
2023-01-22,BRA-002,Brake Pads,5,460,7,45.0,1.110917362867202,0.7
2023-01-22,AIR-003,Air Filter,11,463,5,18.75,1.110917362867202,0.7
2023-01-22,SPA-004,Spark Plugs,6,499,4,8.5,1.110917362867202,0.7
2023-01-22,BAT-005,Car Battery,2,471,10,120.0,1.110917362867202,0.7
2023-01-22,TIR-006,Tire Set,1,498,14,350.0,1.110917362867202,0.7
2023-01-22,BEL-007,Timing Belt,0,473,21,85.0,1.110917362867202,0.7
2023-01-22,FLU-008,Transmission Fluid,2,470,6,15.25,1.110917362867202,0.7
2023-01-22,RAD-009,Radiator Coolant,8,463,4,22.0,1.110917362867202,0.7
2023-01-22,WIN-010,Windshield Wipers,4,452,3,28.5,1.110917362867202,0.7
2023-01-23,ENG-001,Engine Oil Filter,17,470,3,12.5,1.1156990218730822,1.0
2023-01-23,BRA-002,Brake Pads,9,494,7,45.0,1.1156990218730822,1.0
2023-01-23,AIR-003,Air Filter,16,478,5,18.75,1.1156990218730822,1.0
2023-01-23,SPA-004,Spark Plugs,6,451,4,8.5,1.1156990218730822,1.0
2023-01-23,BAT-005,Car Battery,4,476,10,120.0,1.1156990218730822,1.0
2023-01-23,TIR-006,Tire Set,1,495,14,350.0,1.1156990218730822,1.0
2023-01-23,BEL-007,Timing Belt,1,460,21,85.0,1.1156990218730822,1.0
2023-01-23,FLU-008,Transmission Fluid,5,491,6,15.25,1.1156990218730822,1.0
2023-01-23,RAD-009,Radiator Coolant,13,458,4,22.0,1.1156990218730822,1.0
2023-01-23,WIN-010,Windshield Wipers,4,455,3,28.5,1.1156990218730822,1.0
2023-01-24,ENG-001,Engine Oil Filter,12,482,3,12.5,1.120446396761792,1.0
2023-01-24,BRA-002,Brake Pads,7,473,7,45.0,1.120446396761792,1.0
2023-01-24,AIR-003,Air Filter,15,493,5,18.75,1.120446396761792,1.0
2023-01-24,SPA-004,Spark Plugs,3,471,4,8.5,1.120446396761792,1.0
2023-01-24,BAT-005,Car Battery,4,497,10,120.0,1.120446396761792,1.0
2023-01-24,TIR-006,Tire Set,3,477,14,350.0,1.120446396761792,1.0
2023-01-24,BEL-007,Timing Belt,0,495,21,85.0,1.120446396761792,1.0
2023-01-24,FLU-008,Transmission Fluid,3,478,6,15.25,1.120446396761792,1.0
2023-01-24,RAD-009,Radiator Coolant,15,451,4,22.0,1.120446396761792,1.0
2023-01-24,WIN-010,Windshield Wipers,8,467,3,28.5,1.120446396761792,1.0
2023-01-25,ENG-001,Engine Oil Filter,18,476,3,12.5,1.125158080783695,1.0
2023-01-25,BRA-002,Brake Pads,8,486,7,45.0,1.125158080783695,1.0
2023-01-25,AIR-003,Air Filter,24,451,5,18.75,1.125158080783695,1.0
2023-01-25,SPA-004,Spark Plugs,6,451,4,8.5,1.125158080783695,1.0
2023-01-25,BAT-005,Car Battery,5,461,10,120.0,1.125158080783695,1.0
2023-01-25,TIR-006,Tire Set,2,477,14,350.0,1.125158080783695,1.0
2023-01-25,BEL-007,Timing Belt,1,464,21,85.0,1.125158080783695,1.0
2023-01-25,FLU-008,Transmission Fluid,4,462,6,15.25,1.125158080783695,1.0
2023-01-25,RAD-009,Radiator Coolant,17,479,4,22.0,1.125158080783695,1.0
2023-01-25,WIN-010,Windshield Wipers,5,478,3,28.5,1.125158080783695,1.0
2023-01-26,ENG-001,Engine Oil Filter,15,471,3,12.5,1.1298326777651293,1.0
2023-01-26,BRA-002,Brake Pads,7,485,7,45.0,1.1298326777651293,1.0
2023-01-26,AIR-003,Air Filter,18,480,5,18.75,1.1298326777651293,1.0
2023-01-26,SPA-004,Spark Plugs,6,473,4,8.5,1.1298326777651293,1.0
2023-01-26,BAT-005,Car Battery,3,495,10,120.0,1.1298326777651293,1.0
2023-01-26,TIR-006,Tire Set,2,451,14,350.0,1.1298326777651293,1.0
2023-01-26,BEL-007,Timing Belt,1,487,21,85.0,1.1298326777651293,1.0
2023-01-26,FLU-008,Transmission Fluid,4,472,6,15.25,1.1298326777651293,1.0
2023-01-26,RAD-009,Radiator Coolant,10,470,4,22.0,1.1298326777651293,1.0
2023-01-26,WIN-010,Windshield Wipers,7,465,3,28.5,1.1298326777651293,1.0
2023-01-27,ENG-001,Engine Oil Filter,20,486,3,12.5,1.1344688025221232,1.0
2023-01-27,BRA-002,Brake Pads,8,470,7,45.0,1.1344688025221232,1.0
2023-01-27,AIR-003,Air Filter,15,494,5,18.75,1.1344688025221232,1.0
2023-01-27,SPA-004,Spark Plugs,7,498,4,8.5,1.1344688025221232,1.0
2023-01-27,BAT-005,Car Battery,3,496,10,120.0,1.1344688025221232,1.0
2023-01-27,TIR-006,Tire Set,1,484,14,350.0,1.1344688025221232,1.0
2023-01-27,BEL-007,Timing Belt,1,495,21,85.0,1.1344688025221232,1.0
2023-01-27,FLU-008,Transmission Fluid,4,462,6,15.25,1.1344688025221232,1.0
2023-01-27,RAD-009,Radiator Coolant,17,487,4,22.0,1.1344688025221232,1.0
2023-01-27,WIN-010,Windshield Wipers,6,477,3,28.5,1.1344688025221232,1.0
2023-01-28,ENG-001,Engine Oil Filter,13,453,3,12.5,1.1390650812708554,0.7
2023-01-28,BRA-002,Brake Pads,6,487,7,45.0,1.1390650812708554,0.7
2023-01-28,AIR-003,Air Filter,15,497,5,18.75,1.1390650812708554,0.7
2023-01-28,SPA-004,Spark Plugs,3,482,4,8.5,1.1390650812708554,0.7
2023-01-28,BAT-005,Car Battery,4,473,10,120.0,1.1390650812708554,0.7
2023-01-28,TIR-006,Tire Set,1,471,14,350.0,1.1390650812708554,0.7
2023-01-28,BEL-007,Timing Belt,0,495,21,85.0,1.1390650812708554,0.7
2023-01-28,FLU-008,Transmission Fluid,1,467,6,15.25,1.1390650812708554,0.7
2023-01-28,RAD-009,Radiator Coolant,10,467,4,22.0,1.1390650812708554,0.7
2023-01-28,WIN-010,Windshield Wipers,4,455,3,28.5,1.1390650812708554,0.7
2023-01-29,ENG-001,Engine Oil Filter,17,486,3,12.5,1.1436201520347364,0.7
2023-01-29,BRA-002,Brake Pads,5,464,7,45.0,1.1436201520347364,0.7
2023-01-29,AIR-003,Air Filter,12,470,5,18.75,1.1436201520347364,0.7
2023-01-29,SPA-004,Spark Plugs,3,488,4,8.5,1.1436201520347364,0.7
2023-01-29,BAT-005,Car Battery,2,488,10,120.0,1.1436201520347364,0.7
2023-01-29,TIR-006,Tire Set,2,453,14,350.0,1.1436201520347364,0.7
2023-01-29,BEL-007,Timing Belt,0,498,21,85.0,1.1436201520347364,0.7
2023-01-29,FLU-008,Transmission Fluid,3,460,6,15.25,1.1436201520347364,0.7
2023-01-29,RAD-009,Radiator Coolant,12,461,4,22.0,1.1436201520347364,0.7
2023-01-29,WIN-010,Windshield Wipers,5,466,3,28.5,1.1436201520347364,0.7
2023-01-30,ENG-001,Engine Oil Filter,17,451,3,12.5,1.148132665047993,1.0
2023-01-30,BRA-002,Brake Pads,12,470,7,45.0,1.148132665047993,1.0
2023-01-30,AIR-003,Air Filter,15,487,5,18.75,1.148132665047993,1.0
2023-01-30,SPA-004,Spark Plugs,7,472,4,8.5,1.148132665047993,1.0
2023-01-30,BAT-005,Car Battery,2,482,10,120.0,1.148132665047993,1.0
2023-01-30,TIR-006,Tire Set,2,470,14,350.0,1.148132665047993,1.0
2023-01-30,BEL-007,Timing Belt,1,476,21,85.0,1.148132665047993,1.0
2023-01-30,FLU-008,Transmission Fluid,5,500,6,15.25,1.148132665047993,1.0
2023-01-30,RAD-009,Radiator Coolant,11,452,4,22.0,1.148132665047993,1.0
2023-01-30,WIN-010,Windshield Wipers,7,483,3,28.5,1.148132665047993,1.0
2023-01-31,ENG-001,Engine Oil Filter,20,468,3,12.5,1.1526012831556314,1.0
2023-01-31,BRA-002,Brake Pads,9,482,7,45.0,1.1526012831556314,1.0
2023-01-31,AIR-003,Air Filter,13,455,5,18.75,1.1526012831556314,1.0
2023-01-31,SPA-004,Spark Plugs,5,481,4,8.5,1.1526012831556314,1.0
2023-01-31,BAT-005,Car Battery,3,495,10,120.0,1.1526012831556314,1.0
2023-01-31,TIR-006,Tire Set,1,484,14,350.0,1.1526012831556314,1.0
2023-01-31,BEL-007,Timing Belt,1,474,21,85.0,1.1526012831556314,1.0
2023-01-31,FLU-008,Transmission Fluid,5,487,6,15.25,1.1526012831556314,1.0
2023-01-31,RAD-009,Radiator Coolant,14,489,4,22.0,1.1526012831556314,1.0
2023-01-31,WIN-010,Windshield Wipers,7,498,3,28.5,1.1526012831556314,1.0
2023-02-01,ENG-001,Engine Oil Filter,16,495,3,12.5,1.157024682209665,1.0
2023-02-01,BRA-002,Brake Pads,9,498,7,45.0,1.157024682209665,1.0
2023-02-01,AIR-003,Air Filter,15,461,5,18.75,1.157024682209665,1.0
2023-02-01,SPA-004,Spark Plugs,7,472,4,8.5,1.157024682209665,1.0
2023-02-01,BAT-005,Car Battery,3,492,10,120.0,1.157024682209665,1.0
2023-02-01,TIR-006,Tire Set,2,484,14,350.0,1.157024682209665,1.0
2023-02-01,BEL-007,Timing Belt,0,460,21,85.0,1.157024682209665,1.0
2023-02-01,FLU-008,Transmission Fluid,4,458,6,15.25,1.157024682209665,1.0
2023-02-01,RAD-009,Radiator Coolant,12,472,4,22.0,1.157024682209665,1.0
2023-02-01,WIN-010,Windshield Wipers,6,484,3,28.5,1.157024682209665,1.0
